id,title,tags,cluster
10052,Dragonfly,"Thriller, Fantasy, Mystery, Horror, Romance, Drama, Mary Beth Fisher, Samantha Smith, Kathy Bates, Tom Shadyac",0
10053,When a Stranger Calls,"Horror, Mystery, Owen Smith, Arthur Young, Brad Surosky, Simon West",3
10054,Spy Kids,"Action, Comedy, Family, Adventure, Science Fiction, Richard Linklater, Alan Cumming, Norman Cabrera, Robert Rodriguez",7
10057,The Three Musketeers,"Action, Adventure, Comedy, Romance, Nichola Cordey, Hugh O'Conor, George Lane Cooper, Stephen Herek",1
10060,Get Rich or Die Tryin',"Drama, Crime, Music, Mark McKay, Russell Hornsby, James Ockimey, Jim Sheridan",3
10061,Escape from L.A.,"Action, Adventure, Science Fiction, Thriller, Jeff Imada, Leo Lee, Peter Fonda, John Carpenter",4
10064,Edison,"Drama, Action, Thriller, Darryl Quon, Brett Armstrong, Robert Miano, David J. Burke",2
10065,The Amityville Horror,"Horror, Rich Komenich, Jenny Strubin, José Taitano, Andrew Douglas",3
10066,House of Wax,"Mystery, Horror, Thriller, Elisha Cuthbert, Andy Anderson, Thomas Adamson, Jaume Collet-Serra",3
10067,The Shaggy Dog,"Comedy, Family, Zena Grey, Joshua Leonard, Adam Hicks, Brian Robbins",7
10068,Nine 1/2 Weeks,"Drama, Romance, Michael Margotta, Christine Baranski, Corey Parker, Adrian Lyne",0
10069,Stay Alive,"Horror, Fantasy, Mystery, Science Fiction, Thriller, Adam Goldberg, Frankie Muniz, Sophia Bush, William Brent Bell",4
10070,Feast,"Horror, Action, Treach, Somah Haaland, Tyler Patrick Jones, John Gulager",1
10072,A Nightmare on Elm Street 3: Dream Warriors,"Horror, Thriller, Fantasy, Donna Durham, Bradley Gregg, Priscilla Pointer, Chuck Russell",3
10073,Date Movie,"Comedy, Romance, Valery M. Ortiz, Dana Seltzer, Nadia Dina Ariqat, Aaron Seltzer",6
10074,Hot Rod,"Comedy, Action, Ometa Gittens, Joseph Castillo, Aaron Au, Akiva Schaffer",6
10075,Blood and Chocolate,"Drama, Fantasy, Horror, Romance, Bogdan Voda, Hugh Dancy, Vitalie Ursu, Katja von Garnier",0
10077,A Sound of Thunder,"Thriller, Science Fiction, Adventure, Action, Heike Makatsch, Ben Kingsley, Ho Hon Chou, Peter Hyams",4
10081,The Principal,"Action, Adventure, Crime, Drama, Charmaine Anderson, Louis Gossett Jr., Melanie G. Muters, Christopher Cain",1
10083,No Way Out,"Thriller, Drama, Sean Young, Michael Shillo, Leo Geter, Roger Donaldson",3
10086,Man Bites Dog,"Comedy, Crime, Zoltan Tobolik, Jacqueline Poelvoorde-Pappaert, Hector Pappaert, Benoît Poelvoorde, Rémy Belvaux, André Bonzel",6
10090,Reno 911!: Miami,"Action, Comedy, Crime, Patton Oswalt, Mary Castro, Michael Showalter, Robert Ben Garant",2
10092,Cry_Wolf,"Horror, Thriller, Gary Cole, Lindy Booth, Shauna Sauls, Jeff Wadlow",3
10093,The Return,"Horror, Drama, Thriller, Kate Beahan, Wally Welch, Peter O'Brien, Asif Kapadia",3
10096,13 Going on 30,"Comedy, Fantasy, Romance, Kevin D. White, Jeffrey Shane Cohn, Douglas Caldwell, Gary Winick",6
10098,The Kid,"Comedy, Drama, V. Madison, Louise Hathaway, Edward Biby, Charlie Chaplin",6
10105,Saints and Soldiers,"War, Drama, Action, Adventure, History, Shane Van Linn, Jason Allred, Kerry Schallon, Ryan Little",1
10110,Empire of the Sun,"Drama, History, War, Takatarô Kataoka, Barbara Bolton, Burt Kwouk, Steven Spielberg",3
10112,The Aristocats,"Animation, Comedy, Family, Adventure, Nancy Kulp, Ruth Buzzi, Thurl Ravenscroft, Wolfgang Reitherman",7
10117,Action Jackson,"Action, Comedy, Dennis Hayden, David Glen Eisley, Roger Aaron Brown, Craig R. Baxley",6
10122,Flight of the Navigator,"Family, Science Fiction, Adventure, Butch Raymond, Fritz Bronner, Albie Whitaker, Randal Kleiser",7
10126,Colors,"Action, Crime, Drama, Romance, Thriller, Troy Curvey Jr., Dennis Fanning, Allan Moore, Dennis Hopper",2
10127,Critters 2,"Comedy, Horror, Science Fiction, Gary Cashdollar, Douglas Rowe, David Ursin, Mick Garris",4
10128,Alien Nation,"Science Fiction, Crime, Thriller, Francis X. McCarthy, Peter Jason, Angela O'Neill, Graham Baker",2
10131,A Nightmare on Elm Street 4: The Dream Master,"Horror, Thriller, Rodney Eastman, Mickey Yablans, John Beckman, Renny Harlin",3
10132,Talk Radio,"Drama, Bill Johnson, Kim Gelvin, Carl Kissin, Oliver Stone",3
10133,Cypher,"Thriller, Science Fiction, Roberta Angelica, Bruce McFee, Peter Mensah, Vincenzo Natali",4
10134,Cyborg,"Science Fiction, Action, Thriller, Adventure, Blaise Loong, Alex Daniels, Haley Peterson, Albert Pyun",4
10135,Road House,"Action, Thriller, Julie Michaels, Jasae, Red West, Rowdy Herrington",2
10136,The Golden Child,"Action, Adventure, Comedy, Gene LeBell, Eric Douglas, Tau Logo, Michael Ritchie",1
10137,Stuart Little,"Family, Fantasy, Comedy, Adventure, Tannis Benedict, Nathan Lane, Steve Zahn, Rob Minkoff",7
10138,Iron Man 2,"Adventure, Action, Science Fiction, Garry Shandling, Kate Clark, Tanoai Reed, Jon Favreau",4
10139,Milk,"History, Drama, Walter Cronkite, Jeff Koons, Denis O'Hare, Gus Van Sant",3
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure, Family, Fantasy, Tony Nixon, Nicholas Neild, Gary Sweet, Michael Apted",7
10141,Dirty Rotten Scoundrels,"Crime, Comedy, Meagen Fay, Lolly Susi, Glenne Headly, Frank Oz",6
10142,Casualties of War,"Drama, History, War, Sam Robards, Sherman Howard, Niran, Brian De Palma",3
10144,The Little Mermaid,"Animation, Family, Fantasy, Edie Lehmann Boddicker, Sherry Lynn, Frank Welker, Ron Clements, John Musker",7
10145,The Forgotten,"Thriller, Mystery, Science Fiction, Drama, Action, Horror, Adventure, Frank Stellato, Robert Wisdom, Linus Roache, Joseph Ruben",4
10147,Bad Santa,"Drama, Comedy, Crime, Max Van Ville, Natsuko Ohama, Alexandra Korhan, Terry Zwigoff",6
10149,Smoke,"Comedy, Drama, Jared Harris, Daniel Auster, Marshall Dancing Elk Lucas, Wayne Wang",6
10152,Dumb and Dumberer: When Harry Met Lloyd,"Comedy, Derek Richardson, Bob Saget, Julie Costello, Troy Miller",6
10153,Sphere,"Science Fiction, Mystery, Thriller, Horror, Liev Schreiber, Bernard Hocke, Marga Gómez, Barry Levinson",4
10154,Mickey Blue Eyes,"Comedy, Crime, Romance, Jeanne Tripplehorn, Joseph Rigano, Maddie Corman, Kelly Makin",6
10155,U Turn,"Crime, Drama, Thriller, Bo Hopkins, Jennifer Lopez, Billy Bob Thornton, Oliver Stone",2
10156,History of the World: Part I,"Comedy, John Hurt, Gregory Hines, Jackie Mason, Mel Brooks",6
10157,Police Academy 2: Their First Assignment,"Comedy, Crime, Bert Williams, Andrew Paris, Peter Van Norden, Jerry Paris",6
10158,White Men Can't Jump,"Comedy, Drama, John Charles Sheehan, Eric Kizzie, Leonard A. Oakland, Ron Shelton",6
10159,The Rundown,"Adventure, Action, Comedy, Thriller, Seann William Scott, Alberto Teixeira, Filipe Teixeira, Peter Berg",1
10160,A Nightmare on Elm Street: The Dream Child,"Horror, Thriller, Cesar Anthony Torres, Victor A. Haddox, Kara Marie, Stephen Hopkins",3
10161,My Left Foot: The Story of Christy Brown,"Drama, Denis O'Leary, Cathy Corcoran, Sean Rowland, Jim Sheridan",3
10162,Waking Ned,"Comedy, Fionnula Flanagan, Fintan McKeown, Charlie Read, Kirk Jones",6
10163,The Lawnmower Man,"Science Fiction, Horror, Geoffrey Lewis, Jim Landis, John Laughlin, Brett Leonard",4
10166,The Witches,"Fantasy, Family, Horror, Arvid Ones, Michael Palin, Angelique Rockas, Nicolas Roeg",7
10167,Half Past Dead,"Crime, Action, Thriller, Yasmina Filali, Steven Seagal, Joe Cook, Don Michael Paul",2
10169,Men at Work,"Comedy, Crime, John Lavachielli, Kari Whitman, Tommy Hinkley, Emilio Estevez",6
10170,The Russia House,"Drama, Thriller, Romance, J. T. Walsh, Alexei Jawdokimov, Yegueshe Tsturvan, Fred Schepisi",0
10173,Marked for Death,"Action, Crime, Drama, Thriller, Philip Chen, Justine Murphy, Rock Deadrick, Dwight H. Little",2
10178,The Caine Mutiny,"Drama, War, Frank Losee Jr., Dayton Lummis, Whit Bissell, Edward Dmytryk",3
10179,The Ice Pirates,"Science Fiction, Action, Adventure, Comedy, Ralph Meyering Jr., Jeremy West, Rockne Tarkington, Stewart Raffill",4
10183,Frozen River,"Drama, Crime, Dylan Carusona, James Reilly, John Canoe, Courtney Hunt",3
10184,He's Just Not That Into You,"Comedy, Romance, Drama, Jennifer Aniston, Ben Affleck, Renee Dalo, Ken Kwapis",6
10185,The Midnight Meat Train,"Horror, Mystery, Fantasy, Bradley Cooper, Nori Sato, Peter Jacobson, Ryûhei Kitamura",3
10186,The Rocker,"Comedy, Music, Aziz Ansari, Vik Sahay, Demetri Martin, Peter Cattaneo",6
10187,Swing Vote,"Comedy, Drama, Mary Hart, Kelsey Grammer, Lawrence O'Donnell, Joshua Michael Stern",6
10188,The Sisterhood of the Traveling Pants 2,"Adventure, Comedy, Drama, Blythe Danner, Marceline Hugot, Cory Nichols, Sanaa Hamri",6
10189,Pineapple Express,"Action, Comedy, Crime, Joe Lo Truglio, Brian Scannell, Eddie Rouse, David Gordon Green",2
10191,How to Train Your Dragon,"Fantasy, Adventure, Animation, Family, Gerard Butler, Kieron Elliott, David Tennant, Dean DeBlois, Chris Sanders",7
10192,Shrek Forever After,"Comedy, Adventure, Fantasy, Animation, Family, Cody Cameron, Ollie Mitchell, Ryan Seacrest, Mike Mitchell",7
10193,Toy Story 3,"Animation, Family, Comedy, Laurie Metcalf, Tim Allen, Kristen Schaal, Lee Unkrich",7
10195,Thor,"Adventure, Fantasy, Action, Dakota Goyo, Douglas Tait, Dale Godboldo, Kenneth Branagh",1
10196,The Last Airbender,"Action, Adventure, Fantasy, Manu Narayan, Jessica Jade Andres, John D'Alonzo, M. Night Shyamalan",1
10197,Nine,"Drama, Music, Romance, Damiano Bisozzi, Ilaria Cavola, Gianluigi Tosti Di Valminuta, Rob Marshall",0
10198,The Princess and the Frog,"Animation, Romance, Fantasy, Family, Shane R. Williamson, John Goodman, Terence Blanchard, John Musker, Ron Clements",7
10199,The Tale of Despereaux,"Adventure, Animation, Family, Kevin Kline, Emma Watson, Sigourney Weaver, Sam Fell, Robert Stevenhagen",7
10200,The Day the Earth Stood Still,"Drama, Science Fiction, Thriller, Hiro Kanagawa, Leanne Adachi, Juan Riedinger, Scott Derrickson",3
10201,Yes Man,"Comedy, Romance, Brandon Walter, Jon Baggio, Kat Sawyer-Young, Peyton Reed",6
10202,Bedtime Stories,"Fantasy, Comedy, Family, Romance, Jonathan Loughran, Jonathan Morgan Heit, Allen Covert, Adam Shankman",7
10204,Around the World in 80 Days,"Action, Adventure, Comedy, Angel Yu Haoer, Ian McNeice, So Tung, Frank Coraci",1
10206,Buffy the Vampire Slayer,"Action, Comedy, Horror, Ricky Dean Logan, Jimmy N. Roberts, Andrew Lowery, Fran Rubel Kuzui",6
10207,Message in a Bottle,"Romance, Drama, John Savage, Robbie Coltrane, Paul Newman, Luis Mandoki",0
10208,Muppets from Space,"Family, Science Fiction, Fantasy, Comedy, Hulk Hogan, Jack Angel, Peter Linz, Tim Hill",7
10209,Hideous Kinky,"Romance, Drama, Ahmed Boulane, Kate Winslet, Kevin McKidd, Gillies MacKinnon",0
10210,A Midsummer Night's Dream,"Fantasy, Comedy, Romance, Stanley Tucci, Solena Nocentini, Chiara Conti, Michael Hoffman",6
10212,Ravenous,"Adventure, Horror, Western, Comedy, Drama, Fernando Becerril, Miezi Sungu, John Spencer, Antonia Bird",6
10213,From Dusk Till Dawn 3: The Hangman's Daughter,"Western, Horror, Thriller, Sabina Bonvillain, Lynne Anne Rodgers, Jordana Spiro, P.J. Pesce",3
10214,Son of the Mask,"Fantasy, Comedy, Family, Adventure, Lochie Nazer Hennings, Raj Ryan, Wyvern 'Stevie' Wilkins, Lawrence Guterman",7
10215,Sliding Doors,"Comedy, Drama, Fantasy, Romance, Terry English, Nina Young, Douglas McFerran, Peter Howitt",6
10216,Species II,"Science Fiction, Action, Horror, Irv Ziff, Sarah Wynter, Sondra Spriggs, Peter Medak",4
10217,The Sweet Hereafter,"Drama, Kirsten Kieferle, Russell Banks, Allegra Denton, Atom Egoyan",3
10218,Swingers,"Comedy, Drama, Kevin James Kelly, David Gould, Ahmed Ahmed, Doug Liman",6
10220,Rounders,"Drama, Crime, Beeson Carroll, David Zayas, Slava Schoot, John Dahl",3
10221,Solo for Clarinet,"Drama, Tim Bergmann, Daniela Ziegler, Walter Kreye, Nico Hofmann",3
10222,Kickboxer,"Action, Thriller, Drama, Richard Foo, Steve Lee Ka-Ting, Brad Kerner, David Worth, Mark DiSalle",2
10223,A Simple Plan,"Crime, Drama, Thriller, Thomas Boedy, Bridget Fonda, Rhiannon R. Sauers, Sam Raimi",2
10225,Friday the 13th Part VI: Jason Lives,"Horror, Thriller, Valentino Curati, John Shepherd, Ron Palillo, Tom McLoughlin",3
10226,High Tension,"Horror, Thriller, Mystery, Cécile de France, Andrei Finti, Bogdan Uritescu, Alexandre Aja",3
10228,Pokémon: The First Movie,"Animation, Family, Adventure, Fantasy, Action, Hirotaka Suzuoki, Yosuke Akimoto, Shinobu Adachi, Kunihiko Yuyama",7
10229,A Walk to Remember,"Drama, Romance, Elaine Caswell, Dean Mumford, Jason Paige, Adam Shankman",0
10236,The Way We Were,"Drama, Romance, Lois Chiles, Susanne Zenor, Don Koll, Sydney Pollack",0
10246,Porky's,"Comedy, Roger Wilson, Wayne Maunder, Roger Womack, Bob Clark",6
10249,The Rocketeer,"Action, Adventure, Science Fiction, Family, Lila Finn, Perry Cook, Terry O'Quinn, Joe Johnston",4
10253,Dragon Wars: D-War,"Fantasy, Drama, Horror, Action, Thriller, Science Fiction, Michael Shamus Wiles, Retta, Alexa Sheehan, Shim Hyung-rae",4
10263,Tamara,"Horror, Thriller, Melissa Marie Elias, Katie Stuart, Jenna Dewan, Jeremy Haft",3
10264,Hamlet,"Drama, History, Ian Holm, Helena Bonham Carter, Dave Duffy, Franco Zeffirelli",3
10269,Yentl,"Music, Drama, Romance, Mark English, Mandy Patinkin, Ruth Goring, Barbra Streisand",0
10276,What About Bob?,"Comedy, Stuart Rudin, Kathryn Erbe, Fran Brill, Frank Oz",6
10279,Summer of Sam,"Crime, Drama, Thriller, Nelson Vasquez, Arthur J. Nascarella, Bill Raymond, Spike Lee",2
10280,Thinner,"Fantasy, Horror, Stephen King, Terrence Garmey, Bridget Marks, Tom Holland",3
10281,Friday the 13th Part VII: The New Blood,"Horror, Thriller, Staci Greason, Ted White, Dana Kimmell, John Carl Buechler",3
10283,Friday the 13th Part VIII: Jason Takes Manhattan,"Horror, Thriller, Jasper Cole, Vince Cupone, Peggy Hedden, Rob Hedden",3
10285,Jason Goes to Hell: The Final Friday,"Horror, Thriller, Blake Conway, Michelle Clunie, Julie Michaels, Adam Marcus",3
10288,Fido,"Horror, Comedy, Romance, Drama, Jennifer Clement, Mary Black, Kesun Loder, Andrew Currie",6
10294,Vacancy,"Horror, Thriller, Scott G. Anderson, Kevin Dunigan, Caryn Mower, Nimród Antal",3
10299,"Hush... Hush, Sweet Charlotte","Horror, Mystery, Thriller, Joseph Cotten, Carol Delay, Geraldine West, Robert Aldrich",3
10303,The Jewel of the Nile,"Adventure, Action, Comedy, Romance, Guy Cuevas, Kachela Mohammed, Ziraoui Mustapha, Lewis Teague",1
10306,Poltergeist III,"Horror, Thriller, Jane Alderman, E.J. Murray, Stacy Gilchrist, Gary Sherman",3
10307,Stigmata,"Horror, Thriller, Fantasy, Lydia Hazan, Thomas Kopache, Nia Long, Rupert Wainwright",3
10312,Patch Adams,"Comedy, Drama, Richard Kiley, Harry Groener, Diane Amos, Tom Shadyac",6
10313,The Men Who Stare at Goats,"Comedy, War, Donn Lamkin, Matt Newton, JJ Raschel, Grant Heslov",6
10314,She's All That,"Comedy, Romance, Brian Friedman, Wendy Fowler, Kevin Pollak, Robert Iscove",6
10315,Fantastic Mr. Fox,"Adventure, Animation, Comedy, Family, Owen Wilson, Steven M. Rales, Martin Ballard, Wes Anderson",7
10316,The Ides of March,"Drama, Maya Sayre, Christopher Carter, Loretta Higgins, George Clooney",3
10317,Our Brand Is Crisis,"Comedy, Drama, Dominic Flores, Billy Bob Thornton, Ann Dowd, David Gordon Green",6
10320,The Ring Two,"Drama, Horror, Thriller, Gary Cole, Jeffrey Hutchinson, David Dorfman, Hideo Nakata",3
10323,Clash of the Titans,"Adventure, Fantasy, Action, Harry Jones, Neil McCarthy, Flora Robson, Desmond Davis",1
10324,If Lucy Fell,"Comedy, Romance, Bill Sage, Ben Stiller, Robert John Burke, Eric Schaeffer",6
10326,Forever Young,"Adventure, Fantasy, Drama, Science Fiction, Romance, Robert Hy Gorman, Karla Tamburrelli, Eric Pierpoint, Steve Miner",0
10327,"Legally Blonde 2: Red, White & Blonde","Comedy, Romance, Tane McClure, Madeleine Wade, Bob Newhart, Charles Herman-Wurmfeld",6
10328,Cocoon,"Comedy, Science Fiction, Mystery, Clint Howard, Brian Dennehy, Gwen Verdon, Ron Howard",6
10329,Congo,"Action, Adventure, Science Fiction, Peter Elliott, Eldon Jackson, Delroy Lindo, Frank Marshall",4
10330,Freaky Friday,"Family, Fantasy, Comedy, Marc McClure, Christina Vidal, Veronica Brooks, Mark Waters",7
10331,Night of the Living Dead,"Horror, Thriller, Steve Hutsko, S. William Hinzman, Jason Richards, George A. Romero",3
10333,The Prince of Tides,"Drama, Romance, Rebecca Fleming, Marilyn Carter, Marianne Hettinger, Barbra Streisand",0
10336,Spawn,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller, Simon Rhee, Caroline Gibson, Darryl Warren, Mark A.Z. Dippé",4
10337,Bugsy,"Crime, Drama, Mystery, Kimberly McCullough, Karen Russell, Don Calfa, Barry Levinson",3
10338,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,"Comedy, Jimmy Thompson, Stuart Whitman, Fred Emney, Ken Annakin",6
10339,Moby Dick,"Adventure, Drama, Orson Welles, James Robertson Justice, Joseph Tomelty, John Huston",3
10340,Lady and the Tramp,"Family, Animation, Romance, George Givot, Lee Millar, Peggy Lee, Hamilton Luske, Wilfred Jackson, Clyde Geronimi",7
10342,Teaching Mrs. Tingle,"Comedy, Horror, Thriller, Helen Mirren, Cherie Johnson, Marisa Coughlan, Kevin Williamson",6
10344,The Fly II,"Horror, Science Fiction, Jeff Goldblum, Lee Richardson, Frank C. Turner, Chris Walas",4
10345,K-9,"Action, Comedy, Crime, Marjorie Bransfield, Dean Hill, David Haskell, Rod Daniel",2
10349,The Dark Half,"Mystery, Horror, Kent Broadhurst, Rik Billock, Amy Madigan, George A. Romero",3
10351,Wishmaster,"Horror, Fantasy, Ari Barak, Ted Raimi, Jake McKinnon, Robert Kurtzman",3
10353,The Visitors II: The Corridors of Time,"Comedy, Fantasy, Jean-Marie Poiré, Eric Averlant, David Talbot, Jean-Marie Poiré",6
10354,True Crime,"Drama, Crime, Thriller, Mystery, Anthony Zerbe, Mary McCormack, Jack Kehler, Clint Eastwood",2
10357,Volcano,"Science Fiction, Action, Drama, Thriller, Jean Martirez, Kevin Bourland, Michole Briana White, Mick Jackson",4
10358,Zack and Miri Make a Porno,"Comedy, Romance, Ricky Mabe, Jean-Pierre Nutini, Jeff Anderson, Kevin Smith",6
10362,Two Lovers,"Drama, Romance, Craig Walker, John Baker, Alex Felix, James Gray",0
10364,Catch-22,"War, Comedy, Felice Orlandi, Jack Riley, Orson Welles, Mike Nichols",6
10366,Universal Soldier: The Return,"Action, Science Fiction, Michael Jai White, Dion Culberson, Pam Dougherty, Mic Rodgers",4
10368,Tea with Mussolini,"Comedy, Drama, War, Paolo Seganti, Paul Chequer, Claudio Spadaro, Franco Zeffirelli",6
10371,For Richer or Poorer,"Comedy, Miguel A. Núñez Jr., Jay O. Sanders, Katie Moore, Bryan Spicer",6
10375,D-Tox,"Thriller, Crime, Horror, Stephen Lang, Robert Prosky, Angela Alvarado, Jim Gillespie",2
10376,The Legend of 1900,"Drama, Music, Katy Monique Cuomo, Leonid Zaslavski, Mélanie Thierry, Giuseppe Tornatore",3
10377,My Cousin Vinny,"Comedy, J. Don Ferguson, Raynor Scheine, Austin Pendleton, Jonathan Lynn",6
10379,Drop Dead Fred,"Comedy, Fantasy, Family, Ashley Peldon, Paul Holmes, Peter Breitmayer, Ate de Jong",7
10383,Lost Souls,"Horror, Thriller, Drama, Ashley Edner, Cyd Strittmatter, Buddy Quaid, Janusz Kamiński",3
10384,Supernova,"Science Fiction, Horror, Thriller, Lou Diamond Phillips, Eddy Rice Jr., Wilson Cruz, Jack Sholder, Walter Hill",4
10385,Hanging Up,"Drama, Comedy, R.A. Buck, Cloris Leachman, Carol Mansell, Diane Keaton",6
10386,The Iron Giant,"Animation, Family, Science Fiction, Adventure, Jack Angel, Harry Connick Jr., Paul Eiding, Brad Bird",7
10388,The Limey,"Crime, Drama, Thriller, Mystery, Nicky Katt, Lesley Ann Warren, Rainbow Borden, Steven Soderbergh",2
10389,The Eye,"Horror, Nittaya Suthornrat, Damrongwiseeatpanich, Candy Lo Hau-Yam, Danny Pang Fat, Oxide Pang Shun",3
10390,For Love of the Game,"Drama, Romance, Tracy Middendorf, Monty Alexander, Daniel Dae Kim, Sam Raimi",0
10391,Bless the Child,"Drama, Horror, Thriller, Crime, Eugene Lipinski, Christina Ricci, Helen Stenborg, Chuck Russell",2
10393,The Replacements,"Comedy, Elisa Nixon, Ol' Dirty Bastard, Caroline Keenan, Howard Deutch",6
10395,Wolf,"Horror, Drama, Eva Rodriguez, Osgood Perkins, Elaine May, Mike Nichols",3
10396,Tequila Sunrise,"Thriller, Crime, Romance, Geno Silva, J. T. Walsh, Daniel Zacapa, Robert Towne",2
10397,Angela's Ashes,"Drama, Jer O'Leary, Sean Kearns, Mark O'Regan, Alan Parker",3
10398,Double Jeopardy,"Drama, Thriller, Mystery, Jason Douglas, Annabeth Gish, Michael Gaston, Bruce Beresford",3
10400,The Hurricane,"Drama, Robin Ward, Carson Manning, David Gray, Norman Jewison",3
10402,Deuce Bigalow: Male Gigolo,"Comedy, Romance, Allen Covert, Andrew Shaifer, Dina Platias, Mike Mitchell",6
10403,The Player,"Mystery, Drama, Thriller, Comedy, Crime, Katarzyna Figura, Ritchie Montgomery, Paul Dooley, Robert Altman",2
10404,Raise the Red Lantern,"Drama, Cao Cuifen, He Saifei, Chu Xiao, Zhang Yimou",3
10406,Encino Man,"Comedy, Ke Huy Quan, Rick Ducommun, Erick Avari, Les Mayfield",6
10407,Housesitter,"Comedy, Romance, Rose-Ann San Martino, Laurel Cronin, Ken Cheeseman, Frank Oz",6
10409,Strictly Ballroom,"Comedy, Drama, Romance, Pat Thomson, Bill Hunter, Gia Carides, Baz Luhrmann",6
10411,The Distinguished Gentleman,"Comedy, J.D. Williams, John Copage, Scott Barry, Jonathan Lynn",6
10412,Romper Stomper,"Action, Drama, Thriller, Janei Anderson, Don Bridges, John Brumpton, Geoffrey Wright",2
10413,Nowhere to Run,"Action, Drama, Thriller, Romance, Jophery C. Brown, Stephen Bridgewater, Thomas Rosales Jr., Robert Harmon",0
10414,The Mighty Ducks,"Comedy, Family, Drama, Action, Hal Fort Atkinson, M.C. Gainey, Matt Doherty, Stephen Herek",6
10416,What Planet Are You From?,"Comedy, Drama, Romance, Science Fiction, Garry Shandling, Caroline Aaron, Cricky Long, Mike Nichols",6
10423,Dragon: The Bruce Lee Story,"Drama, History, Action, Mark King, Michael Learned, Shannon Uno, Rob Cohen",3
10424,Jennifer Eight,"Crime, Drama, Mystery, Thriller, Carol Schneider, Jeffrey Josephson, Andy García, Bruce Robinson",2
10425,The Death and Life of Bobby Z,"Drama, Action, Thriller, Crime, Adamo P. Cultraro, Paul Diaz, Thomas Rosales Jr., John Herzfeld",2
10426,Friday After Next,"Comedy, Gerry Bednob, Darryl Graves, Dolores Sheen, Marcus Raboy",6
10427,Red Rock West,"Crime, Drama, Thriller, J. T. Walsh, Timothy Carhart, Dwight Yoakam, John Dahl",2
10428,Hackers,"Action, Crime, Thriller, Drama, Kevin Brewerton, Jeb Handwerger, Melissa Barkan, Iain Softley",2
10431,War,"Action, Crime, Thriller, Meghan Flather, Randy Lee, Ildiko Ferenczi, Philip G. Atwell",2
10433,Mad Dog and Glory,"Comedy, Crime, Romance, Drama, Clem Caserta, Bruce Jarchow, Mike Starr, John McNaughton",6
10435,Chaplin,"Drama, Phil Brown, Hugh Downer, Maria Pitillo, Richard Attenborough",3
10436,The Age of Innocence,"Drama, Romance, Kevin Sanders, Joanne Woodward, Cindy Katz, Martin Scorsese",0
10437,The Muppet Christmas Carol,"Music, Comedy, Family, Fantasy, Drama, Nigel Plaskitt, Sue Dacre, Steve Whitmire, Brian Henson",7
10438,Beethoven's 2nd,"Family, Comedy, Heather McComb, Holly Wortell, Randall Slavin, Rod Daniel",7
10439,Hocus Pocus,"Fantasy, Comedy, Family, Charles Rocket, Larry Bagby, Frank Del Boccio, Kenny Ortega",7
10440,Manhattan Murder Mystery,"Comedy, Mystery, Lynn Cohen, Ron Rifkin, Philip Levy, Woody Allen",6
10442,So I Married an Axe Murderer,"Comedy, Crime, Romance, Matt Doherty, Ilya Brodsky, Luenell, Thomas Schlamme",6
10443,Fearless,"Drama, Eric Menyuk, Roger Hernandez, Michael Ching, Peter Weir",3
10445,Shadowlands,"Drama, Romance, Anthony Hopkins, Christina Burton-Gill, Alan Talbot, Richard Attenborough",0
10447,No Escape,"Action, Drama, Science Fiction, Thriller, Chris Hargreaves, Ray Liotta, Michael Lerner, Martin Campbell",4
10448,Rapa Nui,"Adventure, Cliff Curtis, Grant McFarland, Emilio Tuki Hito, Kevin Reynolds",1
10461,Get Carter,"Action, Drama, Thriller, Crime, Mickey Rourke, Lauren Lee Smith, Rob Lee, Stephen Kay",2
10464,"Corrina, Corrina","Comedy, Drama, Family, Romance, Bryan Gordon, Harold Sylvester, Don Pugsley, Jessie Nelson",6
10466,The Money Pit,"Comedy, Romance, Alan Altshuld, Scott Turchin, J. Cynthia Brooks, Richard Benjamin",6
10467,The Road to Wellville,"Comedy, Romance, Drama, Anthony Hopkins, D. Anthony Pender, Rich Valliere, Alan Parker",6
10468,28 Days,"Comedy, Drama, Adam Pervis, Brent Ponder, Dominic West, Betty Thomas",6
10471,Next Friday,"Comedy, Ronn Riser, Don Curry, Tommy Lister Jr., Steve Carr",6
10474,The Basketball Diaries,"Drama, Crime, Alex Ballar, Michael Rapaport, Eric Betts, Scott Kalvert",3
10475,Factotum,"Drama, Fisher Stevens, Punnavith Koy, Perry Thrun, Bent Hamer",3
10476,Hustle & Flow,"Crime, Drama, Music, Anthony Anderson, Free Sol, Taryn Manning, Craig Brewer",3
10477,Driven,"Action, Drama, Luiz Garcia Jr., Richard Zeppieri, Patrick Carpentier, Renny Harlin",3
10478,Tin Cup,"Drama, Romance, Comedy, Tom Todoroff, Ken Venturi, Don Johnson, Ron Shelton",6
10479,Rules of Engagement,"War, Drama, Tommy Lee Jones, Ryan Hurst, Guy Pearce, William Friedkin",3
10480,Nurse Betty,"Comedy, Crime, Thriller, Drama, Romance, Jack Jacobson, Michelle Carmen Gomez, Josh Dotson, Neil LaBute",2
10481,102 Dalmatians,"Family, Comedy, Ron Cook, Gérard Depardieu, Charles Simon, Kevin Lima",7
